name,count,mean,abs_mean,p50,p90,p95,p99,positive_fraction,negative_fraction
interior,334140,0.08325673472826375,0.9372302704213615,0.0043293386697769165,1.2783042192459106,2.530832529067993,8.031137466430664,0.5113934279044712,0.4885886155503681
edge,804592,0.029496306869251497,0.18833496711541767,-0.00026126764714717865,0.11160080879926682,0.3055708110332489,2.089099884033203,0.4342909201185197,0.5541031976455147
birth,48214,0.06427876382711373,0.06427876382711373,0.046842776238918304,0.12221008539199829,0.16897301375865936,0.34858500957489014,1.0,0.0
death,48941,-0.08069866344337871,0.08069866344337871,-0.057107534259557724,-0.017949067056179047,-0.01209801435470581,-0.005478153470903635,0.0,1.0
clear,3069953,-1.9832902619075385e-05,0.0008295509987068788,0.0,0.0005497114034369588,0.0018944881157949567,0.009668787010014057,0.1305300113715096,0.23920854814389667
