name,count,mean,abs_mean,p50,p90,p95,p99,positive_fraction,negative_fraction
interior,253,-0.20599707690152255,1.6134534391018713,-0.09406423568725586,1.7523438930511475,4.6959404945373535,11.339665412902832,0.38735177865612647,0.6126482213438735
edge,3525,0.09258161828873006,0.27836616245567375,-0.00013427436351776123,0.225197896361351,0.9495930075645447,4.181628704071045,0.395177304964539,0.5835460992907802
birth,178,0.08676516072133954,0.08676516072133954,0.06605848670005798,0.18062759935855865,0.24019961059093475,0.44634947180747986,1.0,0.0
death,168,-0.10789192290533156,0.10789192290533156,-0.07207348942756653,-0.017045708373188972,-0.01204107515513897,-0.007010102272033691,0.0,1.0
clear,32836,-4.725517356333278e-06,0.00032998486229702184,0.0,0.0,0.0005923444405198097,0.0037955136504024267,0.07817639176513583,0.14645511024485322
